"","x"
"tGravityAcc-arCoeff()-Y,3",-0.360744984572308
"tGravityAcc-arCoeff()-Y,4",0.408875435293201
"tGravityAcc-arCoeff()-Z,1",-0.428082912307475
"tGravityAcc-arCoeff()-Z,2",0.453367251514286
"tGravityAcc-arCoeff()-Z,3",-0.478049652346497
"tGravityAcc-arCoeff()-Z,4",0.499489809797114
"tGravityAcc-correlation()-X,Y",0.17568274446598
"tGravityAcc-correlation()-X,Z",-0.108287775463795
"tGravityAcc-correlation()-Y,Z",0.0848488415988038
"tBodyAccJerk-mean()-X",0.0789381220355816
"tBodyAccJerk-mean()-Y",0.0079481069090025
"tBodyAccJerk-mean()-Z",-0.00467469823628666
"tBodyAccJerk-std()-X",-0.63978102073413
"tBodyAccJerk-std()-Y",-0.607971599340832
"tBodyAccJerk-std()-Z",-0.762820240449202
"tBodyAccJerk-mad()-X",-0.636851832334041
"tBodyAccJerk-mad()-Y",-0.594046436674004
"tBodyAccJerk-mad()-Z",-0.756511705504896
"tBodyAccJerk-max()-X",-0.699625727365398
"tBodyAccJerk-max()-Y",-0.747833595469583
"tBodyAccJerk-max()-Z",-0.818722317836936
"tBodyAccJerk-min()-X",0.616034393890846
"tBodyAccJerk-min()-Y",0.684870159457075
"tBodyAccJerk-min()-Z",0.739588241708783
"tBodyAccJerk-sma()",-0.64699127583794
"tBodyAccJerk-energy()-X",-0.850337515970628
"tBodyAccJerk-energy()-Y",-0.827254361855015
"tBodyAccJerk-energy()-Z",-0.930710203190173
"tBodyAccJerk-iqr()-X",-0.627489707225369
"tBodyAccJerk-iqr()-Y",-0.659832855678513
"tBodyAccJerk-iqr()-Z",-0.770833756877427
"tBodyAccJerk-entropy()-X",-0.0826069359182658
"tBodyAccJerk-entropy()-Y",-0.0878825241379454
"tBodyAccJerk-entropy()-Z",-0.127330544548232
"tBodyAccJerk-arCoeff()-X,1",-0.108572863267843
"tBodyAccJerk-arCoeff()-X,2",0.169659030981525
"tBodyAccJerk-arCoeff()-X,3",0.0676044397361048
"tBodyAccJerk-arCoeff()-X,4",0.126467828047418
"tBodyAccJerk-arCoeff()-Y,1",-0.0727178062014458
"tBodyAccJerk-arCoeff()-Y,2",0.0686944741749914
"tBodyAccJerk-arCoeff()-Y,3",0.174527859893127
"tBodyAccJerk-arCoeff()-Y,4",0.3143158162243
"tBodyAccJerk-arCoeff()-Z,1",-0.0326917241350285
"tBodyAccJerk-arCoeff()-Z,2",0.0886842849822925
"tBodyAccJerk-arCoeff()-Z,3",-0.00103868688344055
"tBodyAccJerk-arCoeff()-Z,4",0.138471148717396
"tBodyAccJerk-correlation()-X,Y",-0.138122992805529
"tBodyAccJerk-correlation()-X,Z",0.00302530439893155
"tBodyAccJerk-correlation()-Y,Z",0.0803171281290155
"tBodyGyro-mean()-X",-0.0309824871713436
"tBodyGyro-mean()-Y",-0.0747194855994359
"tBodyGyro-mean()-Z",0.088357304227173
"tBodyGyro-std()-X",-0.721192598029789
"tBodyGyro-std()-Y",-0.682653506899942
"tBodyGyro-std()-Z",-0.653665674372188
"tBodyGyro-mad()-X",-0.726484836848539
"tBodyGyro-mad()-Y",-0.694534110096304
"tBodyGyro-mad()-Z",-0.667209748107764
"tBodyGyro-max()-X",-0.64548527449658
"tBodyGyro-max()-Y",-0.737977312189729
"tBodyGyro-max()-Z",-0.484188693115124
"tBodyGyro-min()-X",0.632263659095572
"tBodyGyro-min()-Y",0.734258066662152
"tBodyGyro-min()-Z",0.559247778213168
"tBodyGyro-sma()",-0.602748673125558
"tBodyGyro-energy()-X",-0.901636957062326
"tBodyGyro-energy()-Y",-0.884235450188455
"tBodyGyro-energy()-Z",-0.872984368242422
"tBodyGyro-iqr()-X",-0.729225040963895
"tBodyGyro-iqr()-Y",-0.717202660698654
"tBodyGyro-iqr()-Z",-0.720239479300788
"tBodyGyro-entropy()-X",-0.144916600805163
"tBodyGyro-entropy()-Y",-0.0992485937860931
"tBodyGyro-entropy()-Z",-0.0632542895391766
"tBodyGyro-arCoeff()-X,1",-0.222861867348975
"tBodyGyro-arCoeff()-X,2",0.147739198267393
"tBodyGyro-arCoeff()-X,3",0.128497150520195
"tBodyGyro-arCoeff()-X,4",-0.0803058186736978
"tBodyGyro-arCoeff()-Y,1",-0.204786157644309
"tBodyGyro-arCoeff()-Y,2",0.169678404244605
"tBodyGyro-arCoeff()-Y,3",-0.0424613426990677
"tBodyGyro-arCoeff()-Y,4",0.141698297542868
"tBodyGyro-arCoeff()-Z,1",-0.085098503172116
"tBodyGyro-arCoeff()-Z,2",0.0667301860927464
"tBodyGyro-arCoeff()-Z,3",-0.00792375249314584
"tBodyGyro-arCoeff()-Z,4",0.146419131220679
"tBodyGyro-correlation()-X,Y",-0.169335663346868
"tBodyGyro-correlation()-X,Z",0.0143461720708445
"tBodyGyro-correlation()-Y,Z",-0.105693035967995
"tBodyGyroJerk-mean()-X",-0.0967092754729682
"tBodyGyroJerk-mean()-Y",-0.0423181079782632
"tBodyGyroJerk-mean()-Z",-0.0548303497968374
"tBodyGyroJerk-std()-X",-0.731348533131935
"tBodyGyroJerk-std()-Y",-0.786062320321895
"tBodyGyroJerk-std()-Z",-0.739932395222129
"tBodyGyroJerk-mad()-X",-0.730002664153494
"tBodyGyroJerk-mad()-Y",-0.796578518731355
"tBodyGyroJerk-mad()-Z",-0.746637006996126
"tBodyGyroJerk-max()-X",-0.747265427689844
"tBodyGyroJerk-max()-Y",-0.809908325963061
"tBodyGyroJerk-max()-Z",-0.742689151304914
"tBodyGyroJerk-min()-X",0.760591617745632
"tBodyGyroJerk-min()-Y",0.83027549261874
"tBodyGyroJerk-min()-Z",0.799424779207836
"tBodyGyroJerk-sma()",-0.766813796605217
"tBodyGyroJerk-energy()-X",-0.916934348894223
"tBodyGyroJerk-energy()-Y",-0.939545115888378
"tBodyGyroJerk-energy()-Z",-0.919501877565938
"tBodyGyroJerk-iqr()-X",-0.737540121153577
"tBodyGyroJerk-iqr()-Y",-0.808763717176308
"tBodyGyroJerk-iqr()-Z",-0.766349715087751
"tBodyGyroJerk-entropy()-X",-0.015190658579531
"tBodyGyroJerk-entropy()-Y",0.0186689432880076
"tBodyGyroJerk-entropy()-Z",-0.0151123062176901
"tBodyGyroJerk-arCoeff()-X,1",-0.072476393634415
"tBodyGyroJerk-arCoeff()-X,2",0.0409185929438137
"tBodyGyroJerk-arCoeff()-X,3",0.159666872922338
"tBodyGyroJerk-arCoeff()-X,4",0.164731000845581
"tBodyGyroJerk-arCoeff()-Y,1",-0.162364494080083
"tBodyGyroJerk-arCoeff()-Y,2",0.200174940317975
"tBodyGyroJerk-arCoeff()-Y,3",0.0835283576270254
"tBodyGyroJerk-arCoeff()-Y,4",0.0802492405843008
"tBodyGyroJerk-arCoeff()-Z,1",-0.0286536933575332
"tBodyGyroJerk-arCoeff()-Z,2",0.052383068816264
"tBodyGyroJerk-arCoeff()-Z,3",0.0888026271256925
"tBodyGyroJerk-arCoeff()-Z,4",0.0335305237509215
"tBodyGyroJerk-correlation()-X,Y",0.036939291384175
"tBodyGyroJerk-correlation()-X,Z",0.0492723572603522
"tBodyGyroJerk-correlation()-Y,Z",-0.113625269936235
"tBodyAccMag-mean()",-0.54822165976717
"tBodyAccMag-std()",-0.591225327146546
"tBodyAccMag-mad()",-0.642655227166232
"tBodyAccMag-max()",-0.558632605228031
"tBodyAccMag-min()",-0.837828098220041
"tBodyAccMag-sma()",-0.54822165976717
"tBodyAccMag-energy()",-0.777465766425847
"tBodyAccMag-iqr()",-0.702589578546208
"tBodyAccMag-entropy()",0.132813314452206
"tBodyAccMag-arCoeff()1",-0.0695394969837687
"tBodyAccMag-arCoeff()2",0.0240420207662277
"tBodyAccMag-arCoeff()3",0.05858262032553
"tBodyAccMag-arCoeff()4",-0.0578901254381161
"tGravityAccMag-mean()",-0.54822165976717
"tGravityAccMag-std()",-0.591225327146546
"tGravityAccMag-mad()",-0.642655227166232
"tGravityAccMag-max()",-0.558632605228031
"tGravityAccMag-min()",-0.837828098220041
"tGravityAccMag-sma()",-0.54822165976717
"tGravityAccMag-energy()",-0.777465766425847
"tGravityAccMag-iqr()",-0.702589578546208
"tGravityAccMag-entropy()",0.132813314452206
"tGravityAccMag-arCoeff()1",-0.0695394969837687
"tGravityAccMag-arCoeff()2",0.0240420207662277
"tGravityAccMag-arCoeff()3",0.05858262032553
"tGravityAccMag-arCoeff()4",-0.0578901254381161
"tBodyAccJerkMag-mean()",-0.649417950650692
"tBodyAccJerkMag-std()",-0.627762945785391
"tBodyAccJerkMag-mad()",-0.646943532929861
"tBodyAccJerkMag-max()",-0.638701760021827
"tBodyAccJerkMag-min()",-0.787591449073425
"tBodyAccJerkMag-sma()",-0.649417950650692
"tBodyAccJerkMag-energy()",-0.851143395900557
"tBodyAccJerkMag-iqr()",-0.69921697627519
"tBodyAccJerkMag-entropy()",-0.0616317492433916
"tBodyAccJerkMag-arCoeff()1",0.0787587421124073
"tBodyAccJerkMag-arCoeff()2",-0.0290364285833284
"tBodyAccJerkMag-arCoeff()3",-0.0911724607428804
"tBodyAccJerkMag-arCoeff()4",-0.0416730463538826
"tBodyGyroMag-mean()",-0.60524856977632
"tBodyGyroMag-std()",-0.662533062898382
"tBodyGyroMag-mad()",-0.630193402078694
"tBodyGyroMag-max()",-0.695172383775572
"tBodyGyroMag-min()",-0.730011545895564
"tBodyGyroMag-sma()",-0.60524856977632
"tBodyGyroMag-energy()",-0.834836825445684
"tBodyGyroMag-iqr()",-0.653655028888805
"tBodyGyroMag-entropy()",0.235401959044138
"tBodyGyroMag-arCoeff()1",-0.0244571230785569
"tBodyGyroMag-arCoeff()2",-0.0692356651424385
"tBodyGyroMag-arCoeff()3",0.107610540547602
"tBodyGyroMag-arCoeff()4",-0.0544489729651971
"tBodyGyroJerkMag-mean()",-0.762137610987416
"tBodyGyroJerkMag-std()",-0.77799317279698
"tBodyGyroJerkMag-mad()",-0.792588947506114
"tBodyGyroJerkMag-max()",-0.784624704719959
"tBodyGyroJerkMag-min()",-0.802863364860258
"tBodyGyroJerkMag-sma()",-0.762137610987416
"tBodyGyroJerkMag-energy()",-0.931909308973114
"tBodyGyroJerkMag-iqr()",-0.806533411928684
"tBodyGyroJerkMag-entropy()",0.130669261885486
"tBodyGyroJerkMag-arCoeff()1",0.286483344408255
"tBodyGyroJerkMag-arCoeff()2",-0.226942639689219
"tBodyGyroJerkMag-arCoeff()3",-0.0574848482542525
"tBodyGyroJerkMag-arCoeff()4",-0.106689656521658
"fBodyAcc-mean()-X",-0.622761658493734
"fBodyAcc-mean()-Y",-0.53749328145871
"fBodyAcc-mean()-Z",-0.665033506271952
"fBodyAcc-std()-X",-0.603356276555826
"fBodyAcc-std()-Y",-0.528420009576204
"fBodyAcc-std()-Z",-0.617874813333395
"fBodyAcc-mad()-X",-0.590772247453255
"fBodyAcc-mad()-Y",-0.522201179756627
"fBodyAcc-mad()-Z",-0.632332520921891
"fBodyAcc-max()-X",-0.65154376602265
"fBodyAcc-max()-Y",-0.65808060619233
"fBodyAcc-max()-Z",-0.6356763001165
"fBodyAcc-min()-X",-0.855993019418745
"fBodyAcc-min()-Y",-0.880225566673813
"fBodyAcc-min()-Z",-0.913777010275483
"fBodyAcc-sma()",-0.555229161044815
"fBodyAcc-energy()-X",-0.825931263823377
"fBodyAcc-energy()-Y",-0.752468625264045
"fBodyAcc-energy()-Z",-0.839857719209846
"fBodyAcc-iqr()-X",-0.652568872132058
"fBodyAcc-iqr()-Y",-0.649906038978557
"fBodyAcc-iqr()-Z",-0.746767586701156
"fBodyAcc-entropy()-X",-0.200288915579336
"fBodyAcc-entropy()-Y",-0.183854707645966
"fBodyAcc-entropy()-Z",-0.204846236250567
"fBodyAcc-maxInds-X",-0.759939109518303
"fBodyAcc-maxInds-Y",-0.797313654388096
"fBodyAcc-maxInds-Z",-0.843845928996699
"fBodyAcc-meanFreq()-X",-0.2214691368263
"fBodyAcc-meanFreq()-Y",0.015400588735675
"fBodyAcc-meanFreq()-Z",0.0473098698476722
"fBodyAcc-skewness()-X",-0.135853217991138
"fBodyAcc-kurtosis()-X",-0.465003677724666
"fBodyAcc-skewness()-Y",-0.268046531941767
"fBodyAcc-kurtosis()-Y",-0.582227005482365
"fBodyAcc-skewness()-Z",-0.241171035011655
"fBodyAcc-kurtosis()-Z",-0.47953961978932
"fBodyAcc-bandsEnergy()-1,8",-0.818036094654419
"fBodyAcc-bandsEnergy()-9,16",-0.887510890695611
"fBodyAcc-bandsEnergy()-17,24",-0.858270655333126
"fBodyAcc-bandsEnergy()-25,32",-0.894101771797625
"fBodyAcc-bandsEnergy()-33,40",-0.914978953766618
"fBodyAcc-bandsEnergy()-41,48",-0.912811112066307
"fBodyAcc-bandsEnergy()-49,56",-0.946035198276046
"fBodyAcc-bandsEnergy()-57,64",-0.955802655168521
"fBodyAcc-bandsEnergy()-1,16",-0.821594785604625
"fBodyAcc-bandsEnergy()-17,32",-0.846779479853457
"fBodyAcc-bandsEnergy()-33,48",-0.914180750442373
"fBodyAcc-bandsEnergy()-49,64",-0.949309009464414
"fBodyAcc-bandsEnergy()-1,24",-0.824203169833818
"fBodyAcc-bandsEnergy()-25,48",-0.883133272385076
"fBodyAcc-bandsEnergy()-1,8.1",-0.787763224118613
"fBodyAcc-bandsEnergy()-9,16.1",-0.847368636830407
"fBodyAcc-bandsEnergy()-17,24.1",-0.860289572407185
"fBodyAcc-bandsEnergy()-25,32.1",-0.902754373244198
"fBodyAcc-bandsEnergy()-33,40.1",-0.897368801716749
"fBodyAcc-bandsEnergy()-41,48.1",-0.882704595718613
"fBodyAcc-bandsEnergy()-49,56.1",-0.902469620378678
"fBodyAcc-bandsEnergy()-57,64.1",-0.951462674819691
"fBodyAcc-bandsEnergy()-1,16.1",-0.758868807775291
"fBodyAcc-bandsEnergy()-17,32.1",-0.8368979149308
"fBodyAcc-bandsEnergy()-33,48.1",-0.880006008141197
"fBodyAcc-bandsEnergy()-49,64.1",-0.919977986946534
"fBodyAcc-bandsEnergy()-1,24.1",-0.7549929507442
"fBodyAcc-bandsEnergy()-25,48.1",-0.890747004278279
"fBodyAcc-bandsEnergy()-1,8.2",-0.857233732741213
"fBodyAcc-bandsEnergy()-9,16.2",-0.899391173398029
"fBodyAcc-bandsEnergy()-17,24.2",-0.925811181549034
"fBodyAcc-bandsEnergy()-25,32.2",-0.961894261804253
"fBodyAcc-bandsEnergy()-33,40.2",-0.963850562103214
"fBodyAcc-bandsEnergy()-41,48.2",-0.937673872739654
"fBodyAcc-bandsEnergy()-49,56.2",-0.941636653396543
"fBodyAcc-bandsEnergy()-57,64.2",-0.957863701978755
"fBodyAcc-bandsEnergy()-1,16.2",-0.853460606155306
"fBodyAcc-bandsEnergy()-17,32.2",-0.938914853717011
"fBodyAcc-bandsEnergy()-33,48.2",-0.954521835989416
"fBodyAcc-bandsEnergy()-49,64.2",-0.946014525351976
"fBodyAcc-bandsEnergy()-1,24.2",-0.843297377965599
"fBodyAcc-bandsEnergy()-25,48.2",-0.959808394165162
"fBodyAccJerk-mean()-X",-0.656713524546605
"fBodyAccJerk-mean()-Y",-0.628961179980356
"fBodyAccJerk-mean()-Z",-0.743608246170053
"fBodyAccJerk-std()-X",-0.654979816705833
"fBodyAccJerk-std()-Y",-0.612243590244114
"fBodyAccJerk-std()-Z",-0.780928428167213
"fBodyAccJerk-mad()-X",-0.594990831765785
"fBodyAccJerk-mad()-Y",-0.624021157206917
"fBodyAccJerk-mad()-Z",-0.764487260336202
"fBodyAccJerk-max()-X",-0.711609033648731
"fBodyAccJerk-max()-Y",-0.682104723953501
"fBodyAccJerk-max()-Z",-0.801159275192704
"fBodyAccJerk-min()-X",-0.882722042078124
"fBodyAccJerk-min()-Y",-0.860233763381636
"fBodyAccJerk-min()-Z",-0.884441536616856
"fBodyAccJerk-sma()",-0.620250098992747
"fBodyAccJerk-energy()-X",-0.850154122443228
"fBodyAccJerk-energy()-Y",-0.827338557560067
"fBodyAccJerk-energy()-Z",-0.930738116017043
"fBodyAccJerk-iqr()-X",-0.634120706978587
"fBodyAccJerk-iqr()-Y",-0.719893556985737
"fBodyAccJerk-iqr()-Z",-0.771494743232887
"fBodyAccJerk-entropy()-X",-0.266934403181862
"fBodyAccJerk-entropy()-Y",-0.265555351903177
"fBodyAccJerk-entropy()-Z",-0.365422543326297
"fBodyAccJerk-maxInds-X",-0.414055733566366
"fBodyAccJerk-maxInds-Y",-0.396892902223517
"fBodyAccJerk-maxInds-Z",-0.324540246625886
"fBodyAccJerk-meanFreq()-X",-0.0477062917542325
"fBodyAccJerk-meanFreq()-Y",-0.213392904926883
"fBodyAccJerk-meanFreq()-Z",-0.123828014584147
"fBodyAccJerk-skewness()-X",-0.315459909295403
"fBodyAccJerk-kurtosis()-X",-0.713192262788805
"fBodyAccJerk-skewness()-Y",-0.399771004761536
"fBodyAccJerk-kurtosis()-Y",-0.823099370133193
"fBodyAccJerk-skewness()-Z",-0.487741785527415
"fBodyAccJerk-kurtosis()-Z",-0.815881292637033
"fBodyAccJerk-bandsEnergy()-1,8",-0.867790166049472
"fBodyAccJerk-bandsEnergy()-9,16",-0.886610577630741
"fBodyAccJerk-bandsEnergy()-17,24",-0.873657339011977
"fBodyAccJerk-bandsEnergy()-25,32",-0.897512744293261
"fBodyAccJerk-bandsEnergy()-33,40",-0.921781011230935
"fBodyAccJerk-bandsEnergy()-41,48",-0.90298054491246
"fBodyAccJerk-bandsEnergy()-49,56",-0.945086711251772
"fBodyAccJerk-bandsEnergy()-57,64",-0.984548947264492
"fBodyAccJerk-bandsEnergy()-1,16",-0.86824127624315
"fBodyAccJerk-bandsEnergy()-17,32",-0.854673657378944
"fBodyAccJerk-bandsEnergy()-33,48",-0.907546665670317
"fBodyAccJerk-bandsEnergy()-49,64",-0.943050607583843
"fBodyAccJerk-bandsEnergy()-1,24",-0.846111263779328
"fBodyAccJerk-bandsEnergy()-25,48",-0.862219084822611
"fBodyAccJerk-bandsEnergy()-1,8.1",-0.834576479630323
"fBodyAccJerk-bandsEnergy()-9,16.1",-0.868761989366437
"fBodyAccJerk-bandsEnergy()-17,24.1",-0.836442771734634
"fBodyAccJerk-bandsEnergy()-25,32.1",-0.908162317713642
"fBodyAccJerk-bandsEnergy()-33,40.1",-0.915844731172172
"fBodyAccJerk-bandsEnergy()-41,48.1",-0.877044705834585
"fBodyAccJerk-bandsEnergy()-49,56.1",-0.923283022654626
"fBodyAccJerk-bandsEnergy()-57,64.1",-0.971320000632159
"fBodyAccJerk-bandsEnergy()-1,16.1",-0.842036570597375
"fBodyAccJerk-bandsEnergy()-17,32.1",-0.837360471943564
"fBodyAccJerk-bandsEnergy()-33,48.1",-0.879073946132653
"fBodyAccJerk-bandsEnergy()-49,64.1",-0.929346907479852
"fBodyAccJerk-bandsEnergy()-1,24.1",-0.813082987201659
"fBodyAccJerk-bandsEnergy()-25,48.1",-0.895721790432304
"fBodyAccJerk-bandsEnergy()-1,8.2",-0.900659270891659
"fBodyAccJerk-bandsEnergy()-9,16.2",-0.899306858802552
"fBodyAccJerk-bandsEnergy()-17,24.2",-0.931416929759977
"fBodyAccJerk-bandsEnergy()-25,32.2",-0.963375394737518
"fBodyAccJerk-bandsEnergy()-33,40.2",-0.967359407929119
"fBodyAccJerk-bandsEnergy()-41,48.2",-0.94238752017479
"fBodyAccJerk-bandsEnergy()-49,56.2",-0.932343820732984
"fBodyAccJerk-bandsEnergy()-57,64.2",-0.971368058833576
"fBodyAccJerk-bandsEnergy()-1,16.2",-0.878602779791543
"fBodyAccJerk-bandsEnergy()-17,32.2",-0.947071070800665
"fBodyAccJerk-bandsEnergy()-33,48.2",-0.957632641155889
"fBodyAccJerk-bandsEnergy()-49,64.2",-0.932524730914992
"fBodyAccJerk-bandsEnergy()-1,24.2",-0.899216849758033
"fBodyAccJerk-bandsEnergy()-25,48.2",-0.961144851382853
"fBodyGyro-mean()-X",-0.672094306818974
"fBodyGyro-mean()-Y",-0.70621663959074
"fBodyGyro-mean()-Z",-0.644192752866115
"fBodyGyro-std()-X",-0.738594816501343
"fBodyGyro-std()-Y",-0.674226934551517
"fBodyGyro-std()-Z",-0.690446312501126
"fBodyGyro-mad()-X",-0.687956742007122
"fBodyGyro-mad()-Y",-0.712145127017483
"fBodyGyro-mad()-Z",-0.640920499683918
"fBodyGyro-max()-X",-0.73545456021797
"fBodyGyro-max()-Y",-0.733671650033348
"fBodyGyro-max()-Z",-0.764204237525595
"fBodyGyro-min()-X",-0.931548457275658
"fBodyGyro-min()-Y",-0.900716098214293
"fBodyGyro-min()-Z",-0.908750956159249
"fBodyGyro-sma()",-0.660284332246048
"fBodyGyro-energy()-X",-0.915446550793456
"fBodyGyro-energy()-Y",-0.885434275295097
"fBodyGyro-energy()-Z",-0.869633116428712
"fBodyGyro-iqr()-X",-0.707326722844704
"fBodyGyro-iqr()-Y",-0.753796308535432
"fBodyGyro-iqr()-Z",-0.696860736305486
"fBodyGyro-entropy()-X",-0.0931789304228372
"fBodyGyro-entropy()-Y",-0.0467370743210457
"fBodyGyro-entropy()-Z",-0.14912590076738
"fBodyGyro-maxInds-X",-0.878855551616371
"fBodyGyro-maxInds-Y",-0.801152006298864
"fBodyGyro-maxInds-Z",-0.807862162566074
"fBodyGyro-meanFreq()-X",-0.101042702224631
"fBodyGyro-meanFreq()-Y",-0.174277577553958
"fBodyGyro-meanFreq()-Z",-0.0513928953203266
"fBodyGyro-skewness()-X",-0.176754696990741
"fBodyGyro-kurtosis()-X",-0.494010005471128
"fBodyGyro-skewness()-Y",-0.178470808803399
"fBodyGyro-kurtosis()-Y",-0.533051994016485
"fBodyGyro-skewness()-Z",-0.21364798048177
"fBodyGyro-kurtosis()-Z",-0.533094354557375
"fBodyGyro-bandsEnergy()-1,8",-0.929211084279823
"fBodyGyro-bandsEnergy()-9,16",-0.907558742847356
"fBodyGyro-bandsEnergy()-17,24",-0.920128061663657
"fBodyGyro-bandsEnergy()-25,32",-0.958904072537139
"fBodyGyro-bandsEnergy()-33,40",-0.949987460863967
"fBodyGyro-bandsEnergy()-41,48",-0.95221939789232
"fBodyGyro-bandsEnergy()-49,56",-0.964051241269152
"fBodyGyro-bandsEnergy()-57,64",-0.975361338116856
"fBodyGyro-bandsEnergy()-1,16",-0.919865699659899
"fBodyGyro-bandsEnergy()-17,32",-0.918990186549277
"fBodyGyro-bandsEnergy()-33,48",-0.945868204962958
"fBodyGyro-bandsEnergy()-49,64",-0.969055794042334
"fBodyGyro-bandsEnergy()-1,24",-0.916880710048364
"fBodyGyro-bandsEnergy()-25,48",-0.954693114347121
"fBodyGyro-bandsEnergy()-1,8.1",-0.878465042808816
"fBodyGyro-bandsEnergy()-9,16.1",-0.957397288479445
"fBodyGyro-bandsEnergy()-17,24.1",-0.959814576101447
"fBodyGyro-bandsEnergy()-25,32.1",-0.967476400834062
"fBodyGyro-bandsEnergy()-33,40.1",-0.97764929436353
"fBodyGyro-bandsEnergy()-41,48.1",-0.958081731538295
"fBodyGyro-bandsEnergy()-49,56.1",-0.952407061115302
"fBodyGyro-bandsEnergy()-57,64.1",-0.976085134578619
"fBodyGyro-bandsEnergy()-1,16.1",-0.890460317703709
"fBodyGyro-bandsEnergy()-17,32.1",-0.952559766594893
"fBodyGyro-bandsEnergy()-33,48.1",-0.97340266556054
"fBodyGyro-bandsEnergy()-49,64.1",-0.956190288305515
"fBodyGyro-bandsEnergy()-1,24.1",-0.878993883045636
"fBodyGyro-bandsEnergy()-25,48.1",-0.966813376008059
"fBodyGyro-bandsEnergy()-1,8.2",-0.899208173289766
"fBodyGyro-bandsEnergy()-9,16.2",-0.93286344807225
"fBodyGyro-bandsEnergy()-17,24.2",-0.931869942946665
"fBodyGyro-bandsEnergy()-25,32.2",-0.965562917247791
"fBodyGyro-bandsEnergy()-33,40.2",-0.971109659710652
"fBodyGyro-bandsEnergy()-41,48.2",-0.960489366972997
"fBodyGyro-bandsEnergy()-49,56.2",-0.951314358319516
"fBodyGyro-bandsEnergy()-57,64.2",-0.969396888562191
"fBodyGyro-bandsEnergy()-1,16.2",-0.881620222122505
